Players,Team,Pos.,5v5 TOI,Shots,Chances,Passes,Primary Shot Assists,Home Plate,Low-to-High,Goal Line,NZ Assist,DZ Assist,Zone Entries,Carries...15,Pass Entries,Recoveries,Exit Attempts,Zone Exits,Exits w/ Possession,Exit Assists,Fails,Targets,Carries...24,Denials,Passes Allowed,5v4 Entries,5v4 Carries,5v4 Setups,4v5 Entries,4v5 Carry Denials,5v4 Shots,5v4 Passes,5v4 Primary Setups,5v4 Cross-Slot,5v4 Low-to-High,5v4 Goal Line,Forecheck Pressures,Exit Disruptions,Carry-in%,Pass%,Exit%,Possession Exit%,Fail%,Shots/60,Passes/60...46,A1/60,Shot Contributions/60,Entries/60,Carries/60,Passes/60...51,Attempts/60,Exits/60,Possession/60,Fail/60,Assists/60,Targets/60,Carry Against%,Denial%,Passes Allowed%,Recoveries/60,5v4 Carry%,5v4 Setup%,NZ Assist/60,DZ Assist/60,Transition Plays/60,Cycle Plays/60,Slot Passes/60,Goal Line Passes/60,High Danger Passes/60,L2H Passes/60,Pressures/60,Disruptions/60
David Kampf,CHI,F,232.4,25,8,34,27,2,5,1,2,2,71,33,12,4,70,51,30,5,17,15,8,4,3,1,0,1,1,3,0,0,0,0,0,0,39,30,46.5%,16.9%,72.9%,42.9%,24.3%,6.45,8.78,6.97,13.43,18.33,8.52,3.1,18.07,13.17,7.75,4.39,1.29,3.87,53.3%,26.7%,37.5%,1.03,0.0%,100.0%,0.52,0.52,1.03,7.75,0.52,0.26,0.77,1.29,10.07,7.75
Dennis Gilbert,CHI,D,116.67,6,2,15,6,0,3,0,1,5,6,0,0,1,42,28,13,4,12,47,28,6,7,0,0,0,0,0,0,0,0,0,0,0,7,6,0.0%,0.0%,66.7%,31.0%,28.6%,3.09,7.71,3.09,6.17,3.09,0,0,21.6,14.4,6.69,6.17,2.06,24.17,59.6%,12.8%,25.0%,0.51,0.0%,0.0%,0.51,2.57,3.09,4.63,0,0,0,1.54,3.6,3.09
Dominik Kubalik,CHI,F,236.7,40,21,40,27,2,5,2,3,7,54,31,10,8,67,52,30,3,14,5,1,3,0,8,3,3,0,0,16,16,2,0,2,0,42,29,57.4%,18.5%,77.6%,44.8%,20.9%,10.14,10.14,6.84,16.98,13.69,7.86,2.53,16.98,13.18,7.6,3.55,0.76,1.27,20.0%,60.0%,0.0%,2.03,37.5%,37.5%,0.76,1.77,2.53,7.6,0.51,0.51,1.01,1.27,10.65,7.35
Drake Caggiula,CHI,F,140.98,18,10,25,18,4,3,1,2,4,31,14,3,5,28,24,17,2,4,12,8,1,4,0,0,0,1,1,0,0,0,0,0,0,16,13,45.2%,9.7%,85.7%,60.7%,14.3%,7.66,10.64,7.66,15.32,13.19,5.96,1.28,11.92,10.21,7.24,1.7,0.85,5.11,66.7%,8.3%,50.0%,2.13,0.0%,0.0%,0.85,1.7,2.55,8.09,1.7,0.43,2.13,1.28,6.81,5.53
Duncan Keith,CHI,D,368.82,60,4,65,36,0,5,0,5,18,20,4,3,0,177,135,68,35,36,140,99,13,32,9,2,2,0,3,22,39,21,1,0,0,11,7,20.0%,15.0%,76.3%,38.4%,20.3%,9.76,10.57,5.86,15.62,3.25,0.65,0.49,28.79,21.96,11.06,5.86,5.69,22.78,70.7%,9.3%,32.3%,0,22.2%,22.2%,0.81,2.93,3.74,6.83,0,0,0,0.81,1.79,1.14
Dylan Sikura,CHI,F,11.88,4,3,4,3,0,0,0,1,2,4,3,0,0,7,5,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,75.0%,0.0%,71.4%,42.9%,28.6%,20.2,20.2,15.15,35.34,20.2,15.15,0,35.34,25.25,15.15,10.1,0,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,5.05,10.1,15.15,5.05,0,0,0,0,0,0
Dylan Strome,CHI,F,255.96,43,29,76,52,2,5,6,12,5,57,38,18,9,70,55,27,9,12,12,3,2,1,8,2,0,0,0,6,13,4,0,2,1,33,25,66.7%,31.6%,78.6%,38.6%,17.1%,10.08,17.82,12.19,22.27,13.36,8.91,4.22,16.41,12.89,6.33,2.81,2.11,2.81,25.0%,16.7%,33.3%,2.11,25.0%,0.0%,2.81,1.17,3.98,13.83,0.47,1.41,1.88,1.17,7.74,5.86
Erik Gustafsson,CHI,D,202.14,35,5,47,24,1,1,0,7,14,28,11,7,0,108,65,28,17,36,79,54,10,24,6,1,1,0,0,13,32,24,1,0,0,2,2,39.3%,25.0%,60.2%,25.9%,33.3%,10.39,13.95,7.12,17.51,8.31,3.27,2.08,32.06,19.29,8.31,10.69,5.05,23.45,68.4%,12.7%,44.4%,0,16.7%,16.7%,2.08,4.16,6.23,7.72,0.3,0,0.3,0.3,0.59,0.59
John Quenneville,CHI,F,32.33,5,3,9,5,0,2,0,2,0,7,4,2,0,11,7,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,57.1%,28.6%,63.6%,18.2%,36.4%,9.28,16.7,9.28,18.56,12.99,7.42,3.71,20.41,12.99,3.71,7.42,1.86,0,0.0%,0.0%,0.0%,0,0.0%,0.0%,3.71,0,3.71,12.99,0,0,0,3.71,0,0
Jonathan Toews,CHI,F,290.96,53,30,102,59,3,21,3,10,5,88,64,22,16,84,67,40,3,16,7,1,2,1,15,7,8,12,1,25,28,12,0,3,2,38,28,72.7%,25.0%,79.8%,47.6%,19.0%,10.93,21.03,12.17,23.1,18.15,13.2,4.54,17.32,13.82,8.25,3.3,0.62,1.44,14.3%,28.6%,100.0%,3.3,46.7%,53.3%,2.06,1.03,3.09,17.94,0.62,0.62,1.24,4.33,7.84,5.77
Kirby Dach,CHI,F,213.44,30,10,41,28,2,10,4,3,5,68,48,14,6,50,40,30,5,9,8,1,2,1,24,10,10,0,0,2,8,4,0,2,0,30,24,70.6%,20.6%,80.0%,60.0%,18.0%,8.43,11.53,7.87,16.3,19.12,13.49,3.94,14.06,11.24,8.43,2.53,1.41,2.25,12.5%,25.0%,100.0%,1.69,41.7%,41.7%,0.84,1.41,2.25,9.28,0.56,1.12,1.69,2.81,8.43,6.75
Lucas Carlsson,CHI,D,54,8,3,4,1,0,0,0,0,3,13,5,1,0,15,12,6,5,2,16,9,1,6,0,0,0,0,0,0,0,0,0,0,0,NA,NA,38.5%,7.7%,80.0%,40.0%,13.3%,8.89,4.44,1.11,10,14.44,5.56,1.11,16.67,13.33,6.67,2.22,5.56,17.78,56.3%,6.3%,66.7%,0,0.0%,0.0%,0,3.33,3.33,1.11,0,0,0,0,0,0
Matthew Highmore,CHI,F,111.28,10,3,9,6,1,3,0,0,1,42,10,1,4,33,30,17,2,3,5,3,2,0,1,1,0,1,0,0,0,0,0,0,0,18,15,23.8%,2.4%,90.9%,51.5%,9.1%,5.39,4.85,3.23,8.63,22.64,5.39,0.54,17.79,16.17,9.17,1.62,1.08,2.7,60.0%,40.0%,0.0%,2.16,100.0%,0.0%,0,0.54,0.54,4.31,0.54,0,0.54,1.62,9.7,8.09
Nick Seeler,CHI,D,25.08,3,0,2,1,0,0,0,0,1,1,0,0,0,5,5,2,2,0,11,6,2,3,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.0%,0.0%,100.0%,40.0%,0.0%,7.18,4.78,2.39,9.57,2.39,0,0,11.96,11.96,4.78,0,4.78,26.31,54.5%,18.2%,50.0%,0,0.0%,0.0%,0,2.39,2.39,2.39,0,0,0,0,0,0
Olli Maatta,CHI,D,311.14,50,6,30,16,0,1,0,5,11,45,16,4,1,154,109,43,31,39,130,91,10,32,2,1,1,1,3,0,1,1,0,0,0,3,2,35.6%,8.9%,70.8%,27.9%,25.3%,9.64,5.79,3.09,12.73,8.68,3.09,0.77,29.7,21.02,8.29,7.52,5.98,25.07,70.0%,7.7%,35.2%,0.19,50.0%,50.0%,0.96,2.12,3.09,2.7,0,0,0,0.19,0.58,0.39
Patrick Kane,CHI,F,335.35,82,39,127,94,16,20,7,17,13,152,102,43,6,127,106,79,15,16,3,2,1,2,59,38,28,1,1,33,75,37,8,18,1,35,29,67.1%,28.3%,83.5%,62.2%,12.6%,14.67,22.72,16.82,31.49,27.2,18.25,7.69,22.72,18.97,14.13,2.86,2.68,0.54,66.7%,33.3%,100.0%,1.07,64.4%,47.5%,3.04,2.33,5.37,17.36,2.86,1.25,4.12,3.58,6.26,5.19
Ryan Carpenter,CHI,F,230.36,21,9,37,21,1,9,1,3,7,61,26,7,5,77,65,28,4,12,14,7,3,4,1,0,0,6,3,0,0,0,0,0,0,35,30,42.6%,11.5%,84.4%,36.4%,15.6%,5.47,9.64,5.47,10.94,15.89,6.77,1.82,20.06,16.93,7.29,3.13,1.04,3.65,50.0%,21.4%,57.1%,1.3,0.0%,0.0%,0.78,1.82,2.6,7.03,0.26,0.26,0.52,2.34,9.12,7.81
Slater Koekkoek,CHI,D,213.25,39,1,25,11,0,0,0,2,10,19,3,0,2,64,48,24,15,11,71,53,9,25,0,0,0,0,0,0,0,0,0,0,0,12,8,15.8%,0.0%,75.0%,37.5%,17.2%,10.97,7.03,3.1,14.07,5.35,0.84,0,18.01,13.51,6.75,3.1,4.22,19.98,74.6%,12.7%,47.2%,0.56,0.0%,0.0%,0.56,2.81,3.38,3.66,0,0,0,0,3.38,2.25
Zack Smith,CHI,F,115.82,8,2,24,20,0,10,1,4,0,34,21,7,3,36,30,14,1,6,4,2,0,1,0,0,0,4,1,0,0,0,0,0,0,22,16,61.8%,20.6%,83.3%,38.9%,16.7%,4.14,12.43,10.36,14.5,17.61,10.88,3.63,18.65,15.54,7.25,3.11,0.52,2.07,50.0%,0.0%,50.0%,1.55,0.0%,0.0%,2.07,0,2.07,10.36,0,0.52,0.52,5.18,11.4,8.29
Andre Burakovsky,COL,F,207.48,32,13,46,34,3,8,1,4,5,53,40,14,7,66,50,34,6,15,4,2,1,0,13,9,8,0,0,9,24,9,1,6,0,23,19,75.5%,26.4%,75.8%,51.5%,22.7%,9.25,13.3,9.83,19.09,15.33,11.57,4.05,19.09,14.46,9.83,4.34,1.74,1.16,50.0%,25.0%,0.0%,2.02,69.2%,61.5%,1.16,1.45,2.6,10.7,0.87,0.29,1.16,2.31,6.65,5.49
Cale Makar,COL,D,316.25,53,18,64,41,4,1,0,6,27,62,33,13,0,173,137,81,28,33,92,58,9,16,10,5,3,0,0,32,49,19,1,0,0,10,10,53.2%,21.0%,79.2%,46.8%,19.1%,10.06,12.14,7.78,17.83,11.76,6.26,2.47,32.82,25.99,15.37,6.26,5.31,17.45,63.0%,9.8%,27.6%,0,50.0%,30.0%,1.14,5.12,6.26,5.88,0.76,0,0.76,0.19,1.9,1.9
Calle Rosen,COL,D,40.05,13,2,5,3,0,0,0,2,3,7,3,1,0,19,15,5,5,4,10,9,0,6,0,0,0,0,0,0,1,1,0,0,0,1,1,42.9%,14.3%,78.9%,26.3%,21.1%,19.47,7.49,4.49,23.97,10.49,4.49,1.5,28.46,22.47,7.49,5.99,7.49,14.98,90.0%,0.0%,66.7%,0,0.0%,0.0%,3,4.49,7.49,0,0,0,0,0,1.5,1.5
Colin Wilson,COL,F,31.41,6,2,6,3,0,0,2,0,1,10,6,1,1,12,9,7,1,1,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,2,1,60.0%,10.0%,75.0%,58.3%,8.3%,11.46,11.46,5.73,17.19,19.1,11.46,1.91,22.92,17.19,13.37,1.91,1.91,3.82,50.0%,50.0%,0.0%,1.91,0.0%,0.0%,0,1.91,1.91,9.55,0,3.82,3.82,0,3.82,1.91
Conor Timmins,COL,D,18.48,2,1,3,1,0,0,0,0,0,0,0,0,0,4,4,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0%,0.0%,100.0%,25.0%,0.0%,6.49,9.74,3.25,9.74,0,0,0,12.99,12.99,3.25,0,0,3.25,100.0%,0.0%,0.0%,0,0.0%,0.0%,0,0,0,9.74,0,0,0,0,0,0
Erik Johnson,COL,D,377.75,69,12,77,45,4,5,1,6,17,62,27,9,0,153,108,54,42,30,146,88,17,48,4,3,3,0,15,5,7,5,0,1,0,17,17,43.5%,14.5%,70.6%,35.3%,19.6%,10.96,12.23,7.15,18.11,9.85,4.29,1.43,24.3,17.15,8.58,4.77,6.67,23.19,60.3%,11.6%,54.5%,0,75.0%,75.0%,0.95,2.7,3.65,8.58,0.64,0.16,0.79,0.79,2.7,2.7
Gabriel Landeskog,COL,F,303.25,59,36,93,63,8,14,2,9,17,112,63,25,23,126,108,77,10,17,12,9,2,3,20,16,12,1,0,19,39,15,1,5,0,44,39,56.3%,22.3%,85.7%,61.1%,13.5%,11.67,18.4,12.46,24.14,22.16,12.46,4.95,24.93,21.37,15.23,3.36,1.98,2.37,75.0%,16.7%,33.3%,4.55,80.0%,60.0%,1.78,3.36,5.14,13.26,1.58,0.4,1.98,2.77,8.71,7.72
Ian Cole,COL,D,367.5,73,7,47,23,1,3,0,2,20,38,10,5,0,184,131,57,33,45,109,67,14,28,0,0,0,0,6,0,0,0,0,1,0,22,15,26.3%,13.2%,71.2%,31.0%,24.5%,11.92,7.67,3.76,15.67,6.2,1.63,0.82,30.04,21.39,9.31,7.35,5.39,17.8,61.5%,12.8%,41.8%,0,0.0%,0.0%,0.33,3.27,3.59,4.08,0.16,0,0.16,0.49,3.59,2.45
J.T. Compher,COL,F,306.78,41,16,67,46,5,11,4,4,5,86,50,15,7,74,63,49,8,8,26,17,5,11,24,17,11,0,3,15,14,8,1,4,0,34,29,58.1%,17.4%,85.1%,66.2%,10.8%,8.02,13.1,9,17.02,16.82,9.78,2.93,14.47,12.32,9.58,1.56,1.56,5.09,65.4%,19.2%,64.7%,1.37,70.8%,45.8%,0.78,0.98,1.76,11.34,0.98,0.78,1.76,2.15,6.65,5.67
Jayson Megna,COL,F,22.15,4,1,3,3,0,1,0,0,1,4,1,0,2,4,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,25.0%,0.0%,75.0%,50.0%,25.0%,10.84,8.13,8.13,18.96,10.84,2.71,0,10.84,8.13,5.42,2.71,2.71,2.71,0.0%,0.0%,0.0%,5.42,0.0%,0.0%,0,2.71,2.71,5.42,0,0,0,2.71,2.71,2.71
Joonas Donskoi,COL,F,330.83,45,25,78,52,2,12,5,8,15,106,63,27,12,118,92,64,11,22,16,5,4,0,16,10,10,2,1,6,15,8,1,2,2,39,32,59.4%,25.5%,78.0%,54.2%,18.6%,8.16,14.15,9.43,17.59,19.22,11.43,4.9,21.4,16.69,11.61,3.99,2,2.9,31.3%,25.0%,0.0%,2.18,62.5%,62.5%,1.45,2.72,4.17,9.98,0.36,0.91,1.27,2.18,7.07,5.8
Kevin Connauton,COL,D,40.7,5,0,6,4,0,0,0,1,2,7,1,0,0,21,18,8,2,1,9,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14.3%,0.0%,85.7%,38.1%,4.8%,7.37,8.85,5.9,13.27,10.32,1.47,0,30.96,26.54,11.79,1.47,2.95,13.27,55.6%,0.0%,20.0%,0,0.0%,0.0%,1.47,2.95,4.42,4.42,0,0,0,0,0,0
Logan O'Connor,COL,F,106.03,15,8,13,7,0,4,1,0,0,17,4,0,7,14,11,9,0,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,24,22,23.5%,0.0%,78.6%,64.3%,21.4%,8.49,7.36,3.96,12.45,9.62,2.26,0,7.92,6.22,5.09,1.7,0,0,0.0%,0.0%,0.0%,3.96,0.0%,0.0%,0,0,0,7.36,0,0.57,0.57,2.26,13.58,12.45
Mark Barberio,COL,D,126.08,18,1,19,7,0,0,0,1,7,16,4,1,1,44,37,17,8,7,20,11,3,5,0,0,0,0,1,0,0,0,0,0,0,6,5,25.0%,6.3%,84.1%,38.6%,15.9%,8.57,9.04,3.33,11.9,7.61,1.9,0.48,20.94,17.61,8.09,3.33,3.81,9.52,55.0%,15.0%,45.5%,0.48,0.0%,0.0%,0.48,3.33,3.81,5.23,0,0,0,0,2.86,2.38
Martin Kaut,COL,F,57.1,15,6,9,6,1,3,1,1,0,17,11,1,0,10,9,2,1,1,3,2,0,0,2,1,1,0,0,1,2,1,0,1,0,9,4,64.7%,5.9%,90.0%,20.0%,10.0%,15.76,9.46,6.3,22.07,17.86,11.56,1.05,10.51,9.46,2.1,1.05,1.05,3.15,66.7%,0.0%,0.0%,0,50.0%,50.0%,1.05,0,1.05,8.41,1.05,1.05,2.1,3.15,9.46,4.2
Matt Calvert,COL,F,164.17,31,14,24,16,2,3,4,1,2,61,39,6,13,52,42,22,1,10,4,2,0,3,0,0,0,3,2,0,0,0,0,0,0,23,20,63.9%,9.8%,80.8%,42.3%,19.2%,11.33,8.77,5.85,17.18,22.29,14.25,2.19,19,15.35,8.04,3.65,0.37,1.46,50.0%,0.0%,150.0%,4.75,0.0%,0.0%,0.37,0.73,1.1,7.67,0.73,1.46,2.19,1.1,8.41,7.31
Matt Nieto,COL,F,279.89,38,21,81,58,4,20,5,9,7,83,36,17,14,89,79,46,5,8,23,10,8,7,0,0,0,4,9,0,0,0,0,1,0,49,40,43.4%,20.5%,88.8%,51.7%,9.0%,8.15,17.36,12.43,20.58,17.79,7.72,3.64,19.08,16.94,9.86,1.71,1.07,4.93,43.5%,34.8%,70.0%,3,0.0%,0.0%,1.93,1.5,3.43,13.93,0.86,1.07,1.93,4.29,10.5,8.57
Mikko Rantanen,COL,F,172.35,35,17,55,35,0,6,8,4,8,51,35,13,9,61,51,35,1,8,6,4,0,1,5,3,3,0,0,13,26,13,0,8,2,25,20,68.6%,25.5%,83.6%,57.4%,13.1%,12.18,19.15,12.18,24.37,17.75,12.18,4.53,21.24,17.75,12.18,2.79,0.35,2.09,66.7%,0.0%,25.0%,3.13,60.0%,60.0%,1.39,2.79,4.18,14.97,0,2.79,2.79,2.09,8.7,6.96
Nathan Mackinnon,COL,F,396.89,148,74,149,92,14,12,4,8,10,155,126,38,9,99,83,69,17,16,10,6,2,1,55,44,30,1,0,35,70,41,6,13,1,45,34,81.3%,24.5%,83.8%,69.7%,16.2%,22.37,22.52,13.91,36.28,23.43,19.05,5.74,14.97,12.55,10.43,2.42,2.57,1.51,60.0%,20.0%,16.7%,1.36,80.0%,54.5%,1.21,1.51,2.72,19.8,2.12,0.6,2.72,1.81,6.8,5.14
Nazem Kadri,COL,F,204.4,38,20,57,37,2,15,2,5,5,74,53,15,3,70,53,38,7,14,3,0,1,0,12,9,7,0,0,19,14,5,2,2,1,30,26,71.6%,20.3%,75.7%,54.3%,20.0%,11.15,16.73,10.86,22.02,21.72,15.56,4.4,20.55,15.56,11.15,4.11,2.05,0.88,0.0%,33.3%,0.0%,0.88,75.0%,58.3%,1.47,1.47,2.94,13.8,0.59,0.59,1.17,4.4,8.81,7.63
Nikita Zadorov,COL,D,322.39,48,3,39,24,2,1,0,2,13,31,8,2,1,127,88,48,9,32,108,61,11,28,1,0,0,1,5,0,1,0,0,0,0,15,15,25.8%,6.5%,69.3%,37.8%,25.2%,8.93,7.26,4.47,13.4,5.77,1.49,0.37,23.64,16.38,8.93,5.96,1.68,20.1,56.5%,10.2%,45.9%,0.19,0.0%,0.0%,0.37,2.42,2.79,4.47,0.37,0,0.37,0.19,2.79,2.79
Pierre-Edouard Bellemare,COL,F,276.04,36,10,80,54,5,13,1,7,9,84,41,10,17,78,66,36,3,8,20,6,5,3,0,0,0,5,5,0,1,0,0,0,0,37,25,48.8%,11.9%,84.6%,46.2%,10.3%,7.82,17.39,11.74,19.56,18.26,8.91,2.17,16.95,14.35,7.82,1.74,0.65,4.35,30.0%,25.0%,50.0%,3.7,0.0%,0.0%,1.52,1.96,3.48,13.91,1.09,0.22,1.3,2.83,8.04,5.43
Ryan Graves,COL,D,384.4,89,10,49,23,1,0,0,3,20,64,17,6,0,180,123,58,34,49,156,93,24,32,0,0,0,0,9,1,0,0,0,0,0,21,17,26.6%,9.4%,68.3%,32.2%,27.2%,13.89,7.65,3.59,17.48,9.99,2.65,0.94,28.1,19.2,9.05,7.65,5.31,24.35,59.6%,15.4%,34.4%,0,0.0%,0.0%,0.47,3.12,3.59,4.06,0.16,0,0.16,0,3.28,2.65
Samuel Girard,COL,D,450.21,72,9,127,76,6,11,0,12,44,69,37,16,0,235,183,120,59,43,124,84,10,32,7,5,3,0,1,22,60,35,1,0,0,16,13,53.6%,23.2%,77.9%,51.1%,18.3%,9.6,16.93,10.13,19.72,9.2,4.93,2.13,31.32,24.39,15.99,5.73,7.86,16.53,67.7%,8.1%,38.1%,0,71.4%,42.9%,1.6,5.86,7.46,9.46,0.8,0,0.8,1.47,2.13,1.73
Sheldon Dries,COL,F,17.62,3,1,0,0,0,0,0,0,0,1,0,0,2,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0.0%,0.0%,66.7%,66.7%,33.3%,10.22,0,0,10.22,3.41,0,0,10.22,6.81,6.81,3.41,0,0,0.0%,0.0%,0.0%,6.81,0.0%,0.0%,0,0,0,0,0,0,0,0,0,0
T.J. Tynan,COL,F,42.48,3,2,8,8,0,1,1,2,1,12,7,0,0,9,8,2,1,1,1,0,1,0,1,0,0,0,0,0,3,1,0,1,0,5,3,58.3%,0.0%,88.9%,22.2%,11.1%,4.24,11.3,11.3,15.54,16.95,9.89,0,12.71,11.3,2.82,1.41,1.41,1.41,0.0%,100.0%,0.0%,0,0.0%,0.0%,2.82,1.41,4.24,7.06,0,1.41,1.41,1.41,7.06,4.24
Tyson Jost,COL,F,276.09,57,35,63,40,3,10,6,7,2,101,57,10,8,65,49,32,1,16,11,4,2,1,9,6,5,0,3,15,16,7,0,3,0,30,27,56.4%,9.9%,75.4%,49.2%,24.6%,12.39,13.69,8.69,21.08,21.95,12.39,2.17,14.13,10.65,6.95,3.48,0.22,2.39,36.4%,18.2%,25.0%,1.74,66.7%,55.6%,1.52,0.43,1.96,11.74,0.65,1.3,1.96,2.17,6.52,5.87
Valeri Nichushkin,COL,F,274.92,56,30,84,52,5,22,3,6,4,106,75,22,20,94,73,48,6,19,12,1,7,1,10,7,5,0,1,2,8,0,0,0,0,46,39,70.8%,20.8%,77.7%,51.1%,20.2%,12.22,18.33,11.35,23.57,23.13,16.37,4.8,20.51,15.93,10.48,4.15,1.31,2.62,8.3%,58.3%,100.0%,4.36,70.0%,50.0%,1.31,0.87,2.18,16.15,1.09,0.65,1.75,4.8,10.04,8.51
Vladislav Kamenev,COL,F,113.37,14,4,21,17,0,4,0,4,2,28,12,4,5,25,20,13,0,4,4,1,1,1,5,3,1,0,0,3,7,4,0,3,0,10,9,42.9%,14.3%,80.0%,52.0%,16.0%,7.41,11.11,9,16.41,14.82,6.35,2.12,13.23,10.58,6.88,2.12,0,2.12,25.0%,25.0%,100.0%,2.65,60.0%,20.0%,2.12,1.06,3.18,7.94,0,0,0,2.12,5.29,4.76
Vladislav Namestnikov,COL,F,106.52,12,7,18,11,0,4,0,4,3,37,22,5,4,22,16,11,0,6,3,2,0,2,2,1,1,1,0,1,1,0,0,0,0,25,22,59.5%,13.5%,72.7%,50.0%,27.3%,6.76,10.14,6.2,12.96,20.84,12.39,2.82,12.39,9.01,6.2,3.38,0,1.69,66.7%,0.0%,100.0%,2.25,50.0%,50.0%,2.25,1.69,3.94,6.2,0,0,0,2.25,14.08,12.39
Alexander Radulov,DAL,F,245.23,44,29,47,36,1,10,0,7,2,76,37,15,11,64,44,22,1,16,14,6,5,1,12,3,2,0,0,9,16,9,1,4,2,34,24,48.7%,19.7%,68.8%,34.4%,25.0%,10.77,11.5,8.81,19.57,18.6,9.05,3.67,15.66,10.77,5.38,3.91,0.24,3.43,42.9%,35.7%,16.7%,2.69,25.0%,16.7%,1.71,0.49,2.2,9.3,0.24,0,0.24,2.45,8.32,5.87
Andrej Sekera,DAL,D,282.55,43,1,29,19,0,0,2,1,10,11,2,1,0,120,75,28,17,39,102,52,11,23,2,1,0,0,5,0,2,1,0,0,0,13,11,18.2%,9.1%,62.5%,23.3%,32.5%,9.13,6.16,4.03,13.17,2.34,0.42,0.21,25.48,15.93,5.95,8.28,3.61,21.66,51.0%,10.8%,44.2%,0,50.0%,0.0%,0.21,2.12,2.34,3.82,0,0.42,0.42,0,2.76,2.34
Andrew Cogliano,DAL,F,207.12,18,4,34,25,0,8,2,6,2,54,14,6,11,71,65,29,4,6,7,3,3,2,1,0,0,2,1,0,0,0,0,0,0,40,33,25.9%,11.1%,91.5%,40.8%,8.5%,5.21,9.85,7.24,12.46,15.64,4.06,1.74,20.57,18.83,8.4,1.74,1.16,2.03,42.9%,42.9%,66.7%,3.19,0.0%,0.0%,1.74,0.58,2.32,7.53,0,0.58,0.58,2.32,11.59,9.56
Blake Comeau,DAL,F,220.3,26,5,50,35,0,14,2,3,1,72,37,15,11,68,54,23,1,12,5,1,2,1,0,0,0,2,0,0,1,1,0,0,0,26,19,51.4%,20.8%,79.4%,33.8%,17.6%,7.08,13.62,9.53,16.61,19.61,10.08,4.09,18.52,14.71,6.26,3.27,0.27,1.36,20.0%,40.0%,100.0%,3,0.0%,0.0%,0.82,0.27,1.09,12.53,0,0.54,0.54,3.81,7.08,5.17
Corey Perry,DAL,F,227.77,38,17,46,29,1,8,4,6,5,72,32,8,11,78,65,24,7,12,6,4,2,1,9,3,6,0,0,10,14,8,3,0,2,28,20,44.4%,11.1%,83.3%,30.8%,15.4%,10.01,12.12,7.64,17.65,18.97,8.43,2.11,20.55,17.12,6.32,3.16,1.84,1.58,66.7%,33.3%,25.0%,2.9,33.3%,66.7%,1.58,1.32,2.9,9.22,0.26,1.05,1.32,2.11,7.38,5.27
Denis Gurianov,DAL,F,208.58,53,28,37,30,4,9,3,3,1,90,54,12,17,57,45,27,4,9,7,3,1,1,24,19,7,0,0,23,25,8,1,2,0,31,27,60.0%,13.3%,78.9%,47.4%,15.8%,15.25,10.64,8.63,23.88,25.89,15.53,3.45,16.4,12.94,7.77,2.59,1.15,2.01,42.9%,14.3%,33.3%,4.89,79.2%,29.2%,0.86,0.29,1.15,9.49,1.15,0.86,2.01,2.59,8.92,7.77
Esa Lindell,DAL,D,354.84,62,2,53,27,1,0,1,4,18,50,11,3,0,176,136,44,27,30,118,63,17,30,6,2,2,0,3,5,5,3,0,0,0,18,17,22.0%,6.0%,77.3%,25.0%,17.0%,10.48,8.96,4.57,15.05,8.45,1.86,0.51,29.76,23,7.44,5.07,4.57,19.95,53.4%,14.4%,47.6%,0,33.3%,33.3%,0.68,3.04,3.72,5.24,0.17,0.17,0.34,0,3.04,2.87
Jamie Benn,DAL,F,267.8,54,20,85,57,2,12,7,4,4,102,49,18,22,90,75,43,13,12,13,5,4,2,22,14,8,0,0,14,21,10,2,3,0,53,43,48.0%,17.6%,83.3%,47.8%,13.3%,12.1,19.04,12.77,24.87,22.85,10.98,4.03,20.16,16.8,9.63,2.69,2.91,2.91,38.5%,30.8%,40.0%,4.93,63.6%,36.4%,0.9,0.9,1.79,17.25,0.45,1.57,2.02,2.69,11.87,9.63
Jamie Oleksiak,DAL,D,309.75,45,2,38,25,0,1,0,5,7,37,16,3,0,130,99,30,18,26,88,56,11,20,0,0,0,0,0,0,0,0,0,0,0,17,14,43.2%,8.1%,76.2%,23.1%,20.0%,8.72,7.36,4.84,13.56,7.17,3.1,0.58,25.18,19.18,5.81,5.04,3.49,17.05,63.6%,12.5%,35.7%,0,0.0%,0.0%,0.97,1.36,2.32,5.04,0,0,0,0.19,3.29,2.71
