Player,Pos,Team,Entries,Carries,Carry-in%.entries,Passes,Pass%.entries,Dump-ins,Recovered Dump-ins,Left,Center,Right,Fail,5v5 TOI,Entries/60,Carries/60,Passes/60,Recoveries,Targets,Carry-in,Dump-in,Break-up,Shots off Entries,Passes Allowed,Carry-in%.entry_defense,Break-up%,Pass%.entry_defense,Carry Denial,Pass Denial,Break-up?,Touches,Exits,Possession Exits,Exit%,Possession Exit%,Fail%,Assists,Carry,Pass,Dump,Clear,Fail.exits,Assisted Passes,Assisted Carries,Assisted Turnovers,Icing,Left.exits,Center.exits,Right.exits,5v5 TOI.exits,Touches/60,Exits/60,Possession/60,Fail/60,Assists/60,#,5v5 TOI.forechecking,Applied Pressure,Turnovers Forced,Clears Forced,Pressures/60,Disruptions/60,#.shots,Shots,On Goal,Missed,Chances,Deflection,One-timer,Rebounds,Wrist,Slapshot,Wraparound,Backhand,Passes.shots,A1,A2,A3,Solo Shots,5v5 TOI.shots,Shots/60,Chances/60,Passes/60.shots,A1/60,Contributions/60,PSC/60,Stretch Passes,Home Plate,Low-to-High,Behind Net,High Danger,Home Plate/60,L2H/60,BTN/60,HD/60,One-timer/60
Jason Spezza,C,DAL,28,19,67.9%,6,21.4%,9,6,10,8,14,4,109.72,15.31,10.39,3.28,3.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,38,20,80.9%,42.6%,17.0%,1,9,11,4,14,8,1,0,NA,NA,1,1,16,109.72,25.7,20.78,10.94,4.37,0.547,NA,NA,NA,NA,NA,NA,NA,90,14,7,7,5,3,1,1,8,0,0,1,34,18,10,6,6,109.72,7.66,2.73,18.59,9.84,26.25,17.5,0,3,3,3,6,1.64,1.64,1.64,3.28,2.19
Tyler Seguin,C,DAL,46,30,65.2%,10,21.7%,16,4,13,15,18,0,145.85,18.92,12.34,4.11,1.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,25,16,89.3%,57.1%,7.1%,2,5,11,1,8,2,0,2,NA,NA,0,1,7,145.85,11.52,10.28,6.58,0.82,0.823,NA,NA,NA,NA,NA,NA,NA,91,38,23,15,16,2,4,3,20,3,2,3,41,22,15,4,13,145.85,15.63,6.58,16.87,9.05,32.5,24.68,1,4,7,2,6,1.65,2.88,0.82,2.47,1.65
Joe Hicketts,D,DET,11,2,18.2%,1,9.1%,9,0,8,1,2,0,62.69,10.528,1.914,0.957,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,28,8,71.8%,20.5%,25.6%,9,1,7,6,14,10,8,1,1,1,18,2,19,62.69,37.33,26.8,7.66,9.57,8.614,2,62.69,1,0,0,0.96,0,2,10,3,7,0,0,3,0,5,2,0,0,12,2,7,3,2,62.69,9.57,0,11.49,1.91,21.06,11.49,0,0,0,0,0,0,0,0,0,0
Nicklas Jensen,D,DET,12,3,25.0%,1,8.3%,9,0,4,4,4,1,113.9,6.321,1.58,0.527,0,108,56,36,16,43,27,51.90%,14.80%,25.00%,-1.437,0.553,1.276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,29,9,20,3,0,7,2,12,8,0,0,24,13,6,5,9,113.9,15.28,1.58,12.64,6.85,27.92,22.12,2,0,1,0,0,0,0.53,0,0,1.58
Justin Abdelkader,LW,DET,31,12,38.7%,8,25.8%,19,0,13,6,14,2,112.08,16.595,6.424,4.283,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,26,13,72.2%,36.1%,27.8%,1,8,5,3,10,10,0,1,1,0,16,5,15,112.08,19.27,13.92,6.96,5.35,0.535,8,112.08,17,6,2,9.1,4.28,8,13,4,9,2,1,2,0,9,1,0,0,23,13,7,3,2,112.08,6.96,1.07,12.31,6.96,19.27,13.92,0,0,2,2,2,0,1.07,1.07,1.07,0
Gustav Nyquist,LW,DET,41,17,41.5%,7,17.1%,24,2,15,7,22,3,129.11,19.054,7.9,3.253,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,34,15,81.0%,35.7%,14.3%,3,8,7,6,13,6,2,1,0,2,14,5,23,129.11,19.52,15.8,6.97,2.79,1.394,14,129.11,20,12,0,9.29,5.58,14,24,15,9,9,1,2,1,18,1,0,1,30,17,11,2,4,129.11,11.15,4.18,13.94,7.9,25.09,19.05,0,0,3,5,5,0,1.39,2.32,2.32,2.32
Filip Hronek,D,DET,9,4,44.4%,0,0.0%,5,0,1,2,6,0,47.7,11.321,5.031,0,0,70,46,17,7,39,15,65.70%,10.00%,21.40%,0.387,-0.232,0.012,20,12,4,60.0%,20.0%,35.0%,0,1,3,3,5,7,0,0,0,1,5,3,12,47.7,25.16,15.09,5.03,8.81,0.000,17,47.7,0,0,0,0,0,17,13,7,6,2,0,3,0,9,1,0,0,11,9,2,0,1,47.7,16.35,2.52,13.84,11.32,30.19,27.67,2,0,3,0,0,0,3.77,0,0,3.77
Dennis Cholowski,D,DET,12,4,33.3%,3,25.0%,8,0,7,5,1,1,111.35,6.466,2.155,1.617,0,84,47,27,10,37,12,56.00%,11.90%,14.30%,-0.898,-1.802,0.512,46,34,19,73.9%,41.3%,23.9%,4,4,15,8,7,11,2,2,0,1,25,7,14,111.35,24.79,18.32,10.24,5.93,2.155,21,111.35,3,0,0,1.62,0,21,16,5,11,1,0,3,0,13,0,0,0,15,8,6,1,7,111.35,8.62,0.54,8.08,4.31,16.7,12.93,0,0,0,1,1,0,0,0.54,0.54,1.62
Wade Megan,C,DET,2,2,100.0%,0,0.0%,0,0,0,1,1,0,15.55,7.717,7.717,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,40.0%,20.0%,60.0%,1,0,1,0,1,3,1,0,0,0,2,0,3,15.55,19.29,7.72,3.86,11.58,3.859,22,15.55,1,1,0,3.86,3.86,22,5,3,2,1,0,0,0,4,1,0,0,7,5,1,1,1,15.55,19.29,3.86,27.01,19.29,46.3,38.59,0,0,2,0,0,0,7.72,0,0,7.72
Mike Green,D,DET,18,7,38.9%,4,22.2%,11,1,3,1,14,0,90.65,11.914,4.633,2.648,0.66,66,50,12,4,36,15,75.80%,6.10%,22.70%,1.708,0.053,-1.021,47,29,11,61.7%,23.4%,31.9%,2,5,6,7,11,15,2,0,0,3,11,6,30,90.65,31.11,19.19,7.28,9.93,1.324,25,90.65,1,0,0,0.66,0,25,21,9,12,2,0,4,0,14,2,0,1,17,8,7,2,4,90.65,13.9,1.32,11.25,5.3,25.15,19.19,0,1,0,0,1,0.66,0,0,0.66,1.99
Thomas Vanek,RW,DET,9,5,55.6%,2,22.2%,4,0,4,3,3,1,72.05,7.495,4.164,1.666,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,5,76.9%,38.5%,23.1%,1,4,1,4,1,3,0,1,0,0,6,2,5,72.05,10.83,8.33,4.16,2.5,0.833,26,72.05,15,6,1,12.49,5.83,26,14,4,10,4,1,2,1,6,4,0,0,13,10,2,1,2,72.05,11.66,3.33,10.83,8.33,22.48,19.99,0,1,3,1,2,0.83,2.5,0.83,1.67,3.33
Michael Rasmussen,RW,DET,21,8,38.1%,3,14.3%,13,6,13,2,9,3,86.97,14.488,5.519,2.07,4.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,16,10,80.0%,50.0%,20.0%,1,8,2,3,3,4,1,0,0,0,12,2,6,86.97,13.8,11.04,6.9,2.76,0.690,27,86.97,15,9,0,10.35,6.21,27,13,9,4,6,1,1,1,9,0,0,1,10,6,4,0,3,86.97,8.97,4.14,6.9,4.14,15.87,13.11,0,0,2,0,0,0,1.38,0,0,0
Luke Witkowski,RW,DET,2,1,50.0%,0,0.0%,1,0,0,1,1,0,24.51,4.896,2.448,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,2,57.1%,28.6%,28.6%,0,0,2,2,0,2,0,0,0,1,1,1,5,24.51,17.14,9.79,4.9,4.9,0.000,28,24.51,0,0,0,0,0,28,2,1,1,0,0,0,0,1,1,0,0,6,2,4,0,0,24.51,4.9,0,14.69,4.9,19.58,9.79,0,0,0,0,0,0,0,0,0,0
Anthony Mantha,RW,DET,47,22,46.8%,11,23.4%,25,6,19,14,19,5,119.54,23.59,11.042,5.521,3.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,27,16,77.1%,45.7%,22.9%,4,8,8,3,8,8,3,1,1,0,16,7,12,119.54,17.57,13.55,8.03,4.02,2.008,39,119.54,14,6,0,7.03,3.01,39,24,12,12,8,1,4,0,17,1,0,1,33,26,7,0,5,119.54,12.05,4.02,16.56,13.05,28.61,25.1,1,3,7,1,4,1.51,3.51,0.5,2.01,1.51
Luke Glendening,C,DET,26,8,30.8%,2,7.7%,18,5,12,7,9,2,109.21,14.284,4.395,1.099,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,21,9,77.8%,33.3%,18.5%,1,5,4,0,12,5,1,0,0,1,15,4,8,109.21,14.83,11.54,4.94,2.75,0.549,41,109.21,18,5,1,9.89,3.3,41,12,6,6,4,2,0,2,7,0,0,1,15,7,6,2,5,109.21,6.59,2.2,8.24,3.85,14.83,10.44,0,0,5,0,0,0,2.75,0,0,1.1
Martin Frk,RW,DET,5,4,80.0%,4,80.0%,1,0,4,0,2,1,26.63,11.265,9.012,9.012,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,8,5,3,3,0,4,0,4,0,0,0,16,10,4,2,0,26.63,18.02,6.76,36.05,22.53,54.07,40.56,0,0,3,0,0,0,6.76,0,0,4.51
Darren Helm,RW,DET,29,18,62.1%,5,17.2%,11,4,12,10,10,3,107.98,16.114,10.002,2.778,2.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27,23,11,85.2%,40.7%,11.1%,1,3,8,2,10,3,1,0,1,1,17,3,7,107.98,15,12.78,6.11,1.67,0.556,43,107.98,21,8,0,11.67,4.45,43,18,6,12,3,0,1,0,11,4,0,2,17,9,5,3,10,107.98,10,1.67,9.45,5,19.45,15,0,1,3,1,2,0.56,1.67,0.56,1.11,0.56
Libor Sulak,D,DET,6,3,50.0%,1,16.7%,3,0,4,0,2,0,47.12,7.64,3.82,1.273,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,18,6,75.0%,25.0%,16.7%,2,3,3,4,8,4,1,1,0,2,11,3,10,47.12,30.56,22.92,7.64,5.09,2.547,47,47.12,1,0,0,1.27,0,47,11,4,7,0,0,1,0,6,4,0,0,6,4,1,1,5,47.12,14.01,0,7.64,5.09,21.65,19.1,1,0,0,0,0,0,0,0,0,1.27
Frans Nielsen,C,DET,22,13,59.1%,7,31.8%,9,4,13,0,9,0,72.28,18.262,10.791,5.811,3.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,15,9,65.2%,39.1%,30.4%,3,4,5,2,4,7,3,0,1,1,8,2,13,72.28,19.09,12.45,7.47,5.81,2.490,51,72.28,10,4,3,8.3,5.81,51,13,7,6,3,1,1,0,10,1,0,0,24,14,8,2,3,72.28,10.79,2.49,19.92,11.62,30.71,22.41,0,1,5,0,1,0.99,4.93,0,0.99,2.49
Jonathan Ericsson,D,DET,8,2,25.0%,2,25.0%,6,0,1,5,2,0,60.83,7.891,1.973,1.973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,21,4,75.0%,14.3%,25.0%,3,0,4,8,9,7,3,0,1,0,13,3,12,60.83,27.62,20.71,3.95,6.9,2.959,52,60.83,3,2,0,2.96,1.97,52,10,5,5,1,1,2,0,7,0,0,0,6,4,1,1,1,60.83,9.86,0.99,5.92,3.95,15.78,13.81,0,1,0,0,1,0.83,0,0,0.83,0.99
Niklas Kronwall,D,DET,9,3,33.3%,2,22.2%,6,0,5,2,2,0,128.45,4.204,1.401,0.934,0,86,62,23,1,39,21,72.10%,1.20%,24.40%,1.226,0.425,-2.307,47,31,10,66.0%,21.3%,31.9%,7,0,10,7,14,15,2,5,4,1,27,5,15,128.45,21.95,14.48,4.67,7.01,3.270,55,128.45,4,0,0,1.87,0,55,10,6,4,1,0,4,0,3,3,0,0,19,11,8,0,1,128.45,4.67,0.47,8.88,5.14,13.55,9.81,1,0,0,0,0,0,0,0,0,1.87
Tyler Bertuzzi,LW,DET,37,16,43.2%,7,18.9%,21,4,13,7,20,3,115.09,19.289,8.341,3.649,2.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,30,14,81.1%,37.8%,16.2%,3,7,7,5,11,6,1,2,0,1,12,7,18,115.09,19.29,15.64,7.3,3.13,1.564,59,115.09,18,6,0,9.38,3.13,59,14,6,8,6,1,0,1,10,0,0,2,20,17,2,1,5,115.09,7.3,3.13,10.43,8.86,17.73,16.16,1,5,1,0,5,2.61,0.52,0,2.61,2.09
Jacob de la Rose,RW,DET,11,2,18.2%,0,0.0%,9,1,4,3,5,1,58.42,11.298,2.054,0,1.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,4,3,1,2,1,1,0,2,0,0,0,5,1,2,2,0,58.42,4.11,2.05,5.14,1.03,9.24,5.14,0,0,0,0,0,0,0,0,0,0
Danny Dekeyser,D,DET,9,3,33.3%,0,0.0%,6,0,6,0,3,0,51.34,10.518,3.506,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,15,4,75.0%,20.0%,15.0%,9,1,3,1,10,3,3,6,4,2,11,2,7,51.34,23.37,17.53,4.67,3.51,10.518,65,51.34,3,1,0,3.51,1.17,65,7,2,5,0,0,1,0,5,1,0,0,8,5,3,0,2,51.34,8.18,0,9.35,5.84,17.53,14.02,1,0,1,0,0,0,1.17,0,0,1.17
Christoffer Ehn,LW,DET,10,3,30.0%,0,0.0%,7,1,3,2,5,0,30.9,19.417,5.825,0,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,10,3,76.9%,23.1%,23.1%,1,0,3,3,4,3,1,0,0,0,7,1,5,30.9,25.24,19.42,5.83,5.83,1.942,70,30.9,6,2,1,11.65,5.83,70,1,1,0,0,0,0,0,1,0,0,0,7,6,1,0,0,30.9,1.94,0,13.59,11.65,15.53,13.59,1,0,2,0,0,0,3.88,0,0,0
Dylan Larkin,C,DET,73,48,65.8%,16,21.9%,25,7,29,25,23,4,140.2,31.241,20.542,6.847,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,57,34,79.2%,47.2%,13.9%,0,20,14,10,13,10,0,0,0,4,32,15,25,140.2,30.81,24.39,14.55,4.28,0.000,71,140.2,17,8,0,7.28,3.42,71,24,15,9,9,0,1,1,19,0,1,2,58,39,14,5,9,140.2,10.27,3.85,24.82,16.69,35.09,26.96,2,5,11,4,9,2.14,4.71,1.71,3.85,3.85
Andreas Athanasiou,C,DET,31,24,77.4%,4,12.9%,7,4,11,18,10,8,69.91,26.606,20.598,3.433,3.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,10,5,66.7%,33.3%,33.3%,0,2,3,2,3,5,0,0,0,0,7,3,5,69.91,12.87,8.58,4.29,4.29,0.000,72,69.91,14,2,1,12.02,2.57,72,16,9,7,8,0,3,1,11,1,0,0,11,7,4,0,6,69.91,13.73,6.87,9.44,6.01,23.17,19.74,1,1,1,1,2,0.86,0.86,0.86,1.72,0
Trevor Daley,D,DET,17,3,17.6%,2,11.8%,14,0,7,2,8,0,107.4,9.497,1.676,1.117,0,55,38,13,4,37,16,69.10%,7.30%,29.10%,0.831,1.452,-0.703,39,28,7,71.8%,17.9%,25.6%,2,2,5,5,16,10,1,1,6,1,13,0,26,107.4,21.79,15.64,3.91,5.59,1.117,83,107.4,7,4,0,3.91,2.23,83,14,8,6,4,0,4,0,8,2,0,0,8,5,2,1,1,107.4,7.82,2.23,4.47,2.79,12.29,10.61,0,1,0,0,1,0.56,0,0,0.56,0
Kris Russell,D,EDM,35,9,25.7%,1,2.9%,26,1,17,4,15,1,541.7,3.877,0.997,0.111,0.11,377,257,85,35,176,92,68.20%,9.30%,24.40%,0.71,0.421,-0.175,284,204,74,71.8%,26.1%,24.6%,42,10,64,50,80,70,29,13,11,9,137,34,113,541.7,31.46,22.6,8.2,7.75,4.652,4,541.7,21,2,14,2.33,1.77,4,69,28,41,1,0,5,0,50,10,1,3,71,38,22,11,14,541.7,7.64,0.11,7.86,4.21,11.85,15.51,3,0,1,0,0,0,0.11,0,0,0.55
Kevin Gravel,D,EDM,27,1,3.7%,0,0.0%,26,0,20,1,7,1,327.0833333,4.953,0.183,0,0,165,114,43,8,87,39,69.10%,4.80%,23.60%,0.831,0.253,-1.339,161,122,36,75.8%,22.4%,17.4%,13,9,27,24,62,28,10,3,1,11,118,4,39,327.0833333,29.53,22.38,6.6,5.14,2.385,5,327.0833333,12,4,5,2.2,1.65,5,64,23,41,2,0,9,1,44,10,0,0,34,20,11,3,24,327.0833333,11.74,0.37,6.24,3.67,15.41,17.98,3,0,0,0,0,0,0,0,0,0.18
Adam Larsson,D,EDM,69,10,14.5%,4,5.8%,59,1,11,7,51,0,792.5166667,5.224,0.757,0.303,0.08,423,272,112,39,204,106,64.30%,9.20%,25.10%,0.201,0.566,-0.192,411,304,115,74.0%,28.0%,23.1%,87,14,101,59,130,95,66,21,17,12,92,32,287,792.5166667,31.12,23.02,8.71,7.19,6.587,6,792.5166667,22,11,7,1.67,1.36,6,134,51,83,12,0,18,0,91,24,0,1,111,50,41,20,23,792.5166667,10.14,0.91,8.4,3.79,13.93,18.55,11,1,4,0,1,0.08,0.3,0,0.08,0.15
Ty Rattie,RW,EDM,78,26,33.3%,6,7.7%,52,10,39,11,37,9,278.1166667,16.827,5.609,1.294,2.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,73,35,80.2%,38.5%,17.6%,3,11,24,10,28,16,2,1,2,2,20,9,62,278.1166667,19.63,15.75,7.55,3.45,0.647,8,278.1166667,56,32,10,12.08,9.06,8,55,33,22,25,5,6,1,34,0,1,8,42,20,19,3,13,278.1166667,11.87,5.39,9.06,4.31,16.18,20.93,1,0,5,3,3,0,1.08,0.65,0.65,1.08
Chris Wideman,D,EDM,2,0,0.0%,0,0.0%,2,0,0,1,1,0,50.08333333,2.396,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,9,4,56.3%,25.0%,37.5%,2,0,4,1,4,6,1,1,1,1,6,1,9,50.08333333,19.17,10.78,4.79,7.19,2.396,10,50.08333333,2,1,0,2.4,1.2,10,15,6,9,0,0,4,0,7,4,0,0,4,3,1,0,4,50.08333333,17.97,0,4.79,3.59,21.56,22.76,0,0,0,0,0,0,0,0,0,2.4
Jason Garrison,D,EDM,6,3,50.0%,1,16.7%,3,0,6,0,0,0,164.5333333,2.188,1.094,0.365,0,57,41,12,4,30,12,71.90%,7.00%,21.10%,1.204,-0.315,-0.77,80,57,24,71.3%,30.0%,26.3%,10,1,23,10,23,21,9,1,4,2,61,3,16,164.5333333,29.17,20.79,8.75,7.66,3.647,13,164.5333333,2,0,0,0.73,0,13,28,13,15,0,0,10,0,12,6,0,0,14,6,3,5,4,164.5333333,10.21,0,5.11,2.19,12.4,15.32,2,0,0,0,0,0,0,0,0,0
Alexander Petrovic,D,EDM,6,0,0.0%,0,0.0%,6,0,2,0,4,0,54.21666667,6.64,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,17,8,65.4%,30.8%,26.9%,1,2,6,5,4,7,0,1,2,2,8,3,15,54.21666667,28.77,18.81,8.85,7.75,1.107,15,54.21666667,2,1,0,2.21,1.11,15,6,1,5,0,0,2,0,3,1,0,0,5,2,2,1,0,54.21666667,6.64,0,5.53,2.21,8.85,12.17,1,0,0,0,0,0,0,0,0,0
Jujhar Khaira,LW,EDM,115,52,45.2%,14,12.2%,63,24,60,18,46,9,374.0333333,18.448,8.342,2.246,3.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,107,69,75.9%,48.9%,19.9%,11,24,45,14,24,28,4,7,2,4,93,15,33,374.0333333,22.62,17.16,11.07,4.49,1.765,16,374.0333333,60,24,17,9.62,6.58,16,46,24,22,17,2,0,3,33,1,1,6,77,48,27,2,21,374.0333333,7.38,2.73,12.35,7.7,15.08,19.73,1,3,12,8,11,0.48,1.92,1.28,1.76,0.96
Ryan Strome,C,EDM,66,26,39.4%,12,18.2%,40,12,29,14,25,2,160.4333333,24.683,9.724,4.488,4.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63,54,29,85.7%,46.0%,11.1%,2,14,15,7,18,7,1,1,1,1,24,8,31,160.4333333,23.56,20.2,10.85,2.62,0.748,18,160.4333333,39,20,12,14.59,11.97,18,28,18,10,7,2,1,1,22,2,0,0,73,51,13,9,11,160.4333333,10.47,2.62,27.3,19.07,29.54,37.77,0,1,18,5,6,0.37,6.73,1.87,2.24,3.74
Tobias Rieder,LW,EDM,104,45,43.3%,14,13.5%,59,10,56,13,42,7,325.6666667,19.161,8.291,2.579,1.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,60,28,88.2%,41.2%,8.8%,3,19,9,10,22,6,2,1,2,2,37,9,22,325.6666667,12.53,11.05,5.16,1.11,0.553,22,325.6666667,34,13,10,6.26,4.24,22,59,38,21,16,3,4,3,41,2,0,6,47,23,19,5,12,325.6666667,10.87,2.95,8.66,4.24,15.11,19.53,1,2,6,2,4,0.37,1.11,0.37,0.74,0.74
Ryan Spooner,C,EDM,37,19,51.4%,8,21.6%,18,3,15,4,22,4,193.7833333,11.456,5.883,2.477,0.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,28,17,77.8%,47.2%,22.2%,2,8,9,2,9,8,2,0,1,0,20,4,11,193.7833333,11.15,8.67,5.26,2.48,0.619,23,193.7833333,25,11,5,7.74,4.95,23,19,13,6,8,0,3,1,10,2,0,2,38,26,8,4,4,193.7833333,5.88,2.48,11.77,8.05,13.93,17.65,0,0,11,2,2,0,3.41,0.62,0.62,1.55
Brad Malone,C,EDM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.26666667,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.26666667,NA,NA,NA,NA,0.000,24,20.26666667,NA,NA,NA,0,0,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.26666667,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,0,0
Darnell Nurse,D,EDM,132,44,33.3%,11,8.3%,88,2,76,23,39,6,784.1333333,10.1,3.367,0.842,0.15,473,316,112,45,235,102,66.80%,9.50%,21.60%,0.531,-0.202,-0.115,415,309,126,74.5%,30.4%,20.2%,52,44,82,62,121,84,46,6,7,22,246,45,124,784.1333333,31.75,23.64,9.64,6.43,3.979,25,784.1333333,23,7,7,1.76,1.07,25,162,81,81,13,0,29,1,116,14,0,2,94,42,36,16,41,784.1333333,12.4,0.99,7.19,3.21,15.61,19.59,4,2,1,3,5,0.15,0.08,0.23,0.38,0.46
Brandon Manning,D,EDM,3,1,33.3%,0,0.0%,2,0,3,0,1,1,47.65,3.778,1.259,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,22,5,66.7%,15.2%,33.3%,3,1,4,2,15,11,3,0,1,0,21,3,9,47.65,41.55,27.7,6.3,13.85,3.778,26,47.65,0,0,0,0,0,26,7,2,5,0,0,0,0,6,1,0,0,6,3,1,2,2,47.65,8.81,0,7.56,3.78,12.59,16.37,0,0,1,0,0,0,1.26,0,0,2.52
Milan Lucic,LW,EDM,148,45,30.4%,16,10.8%,103,27,99,19,46,16,466.3833333,19.04,5.789,2.058,3.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,180,146,64,81.1%,35.6%,17.2%,8,20,44,21,61,31,3,5,1,3,135,16,29,466.3833333,23.16,18.78,8.23,3.99,1.029,27,466.3833333,83,39,17,10.68,7.2,27,72,29,43,18,6,8,3,45,9,1,0,117,60,47,10,23,466.3833333,9.26,2.32,15.05,7.72,16.98,24.31,1,3,26,3,6,0.39,3.34,0.39,0.77,1.42
Kyle Brodziak,C,EDM,106,38,35.8%,12,11.3%,68,7,42,21,51,8,414.8666667,15.33,5.496,1.735,1.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,71,33,68.9%,32.0%,22.3%,1,13,20,11,27,23,1,0,4,8,34,8,61,414.8666667,14.9,10.27,4.77,3.33,0.145,28,414.8666667,56,30,14,8.1,6.36,28,60,36,24,23,3,7,1,41,5,0,3,71,57,12,2,22,414.8666667,8.68,3.33,10.27,8.24,16.92,18.95,3,4,26,1,5,0.58,3.76,0.14,0.72,0.87
Leon Draisaitl,C,EDM,266,169,63.5%,74,27.8%,97,17,125,34,139,32,655.4833333,24.348,15.47,6.774,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239,201,131,84.1%,54.8%,13.8%,17,57,74,16,54,33,13,4,2,5,118,29,92,655.4833333,21.88,18.4,11.99,3.02,1.556,29,655.4833333,72,29,21,6.59,4.58,29,90,58,32,48,5,18,4,58,0,1,4,246,174,58,14,19,655.4833333,8.24,4.39,22.52,15.93,24.17,30.76,8,2,53,7,9,0.18,4.85,0.64,0.82,3.39
Alex Chiasson,RW,EDM,79,26,32.9%,16,20.3%,53,7,30,19,40,10,403.8833333,11.736,3.863,2.377,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,79,37,80.6%,37.8%,18.4%,5,12,25,7,35,18,3,2,2,1,17,12,69,403.8833333,14.56,11.74,5.5,2.67,0.743,39,403.8833333,45,24,10,6.69,5.05,39,54,31,23,27,8,13,6,24,3,0,0,64,35,19,10,9,403.8833333,8.02,4.01,9.51,5.2,13.22,17.53,1,3,12,2,5,0.45,1.78,0.3,0.74,1.19
Zack Kassian,RW,EDM,151,57,37.7%,13,8.6%,94,28,63,25,73,10,432.1666667,20.964,7.914,1.805,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119,101,45,84.9%,37.8%,12.6%,5,24,21,18,38,15,4,1,1,3,20,13,86,432.1666667,16.52,14.02,6.25,2.08,0.694,44,432.1666667,60,30,14,8.33,6.11,44,49,36,13,19,1,1,3,27,4,5,8,96,70,23,3,23,432.1666667,6.8,2.64,13.33,9.72,16.52,20.13,0,2,25,7,9,0.28,3.47,0.97,1.25,2.08
