Players,Sum of 5v5 TOI,5v5 Entries,Carry-ins,Failed Entries,Entries w/ Passing Play...6,Recovered Dump-ins,Carries w/Chances,Dump-ins w/ Chances,Forecheck Pressures,Entries/60,Carries/60,Carry%,Pass%...14,Carry Chance%,Pressures/60,Recoveries/60,Entries w/ Chances per 60,Entries w/ Passing Play...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,Player,Sum of 5v5 TOI2,Entry Targets,Carrires Against,Entry Denials,Passes Allowed,Carries w/ Chance Allowed,Dump-in w/ Chance Allowed,Carry Against%,Denial%,Pass%...39,Chance Against%,Targets per 60,Carries Against per 60,Denials per 60,Chances Allowed per 60,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56
Andy Andreoff,10.73333333,3,1,0,1,0,0,0,0,16.77,5.59,33.3%,33.3%,0.0%,0,0,0,5.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colin Miller,185.3833333,79,48,9,13,13,3,60.76%,11.4%,27.1%,20.3%,25.56864155,15.53537715,2.912883215,5.178459049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Greene,466.9,27,4,0,3,0,1,5,5,3.47,0.514,14.8%,11.1%,25.0%,0.64,0,0.77,0.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colton Parayko,601.6,255,161,17,47,22,7,63.14%,6.7%,29.2%,11.4%,25.43218085,16.05718085,1.695478723,2.892287234,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Angello,13.8,3,0,1,0,0,0,0,5,13.043,0,0.0%,0.0%,#DIV/0!,21.74,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Colton White,129.57,63,36,2,9,6,3,57.14%,3.2%,25.0%,14.3%,29.17417031,16.67095446,0.926164137,4.167738616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Beauvillier,480.95,151,83,20,20,30,19,4,57,18.838,10.355,55.0%,13.2%,22.9%,7.11,3.74,2.87,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Clifton,338.3666667,127,83,4,22,11,1,65.35%,3.1%,26.5%,9.4%,22.51994877,14.7177618,0.709289725,2.127869175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Cirelli,471.7166667,140,95,14,31,32,17,2,62,17.807,12.084,67.9%,22.1%,17.9%,7.89,4.07,2.42,3.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Mackey,10.53333333,2,1,0,1,1,0,50.00%,0.0%,100.0%,50.0%,11.39240506,5.696202532,0,5.696202532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Duclair,338.97,93,77,8,27,10,23,2,21,16.462,13.63,82.8%,29.0%,29.9%,3.72,1.77,4.43,4.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,Connor Murphy,287.55,124,87,11,32,15,2,70.16%,8.9%,36.8%,13.7%,25.87376109,18.15336463,2.295252999,3.547209181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Mantha,139.17,29,12,5,0,3,3,0,12,12.503,5.174,41.4%,0.0%,25.0%,5.17,1.29,1.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Conor Timmins,22.78333333,6,2,2,1,0,0,33.33%,33.3%,50.0%,0.0%,15.80102414,5.267008047,5.267008047,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antoine Roussel,160.3666667,28,15,4,5,7,5,1,6,10.476,5.612,53.6%,17.9%,33.3%,2.24,2.62,2.24,1.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Corey Schueneman,86.61666667,31,25,2,4,4,0,80.65%,6.5%,16.0%,12.9%,21.47392727,17.31768328,1.385414662,2.770829325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Blidh,117.97,32,7,1,0,8,1,2,12,16.276,3.56,21.9%,0.0%,14.3%,6.1,4.07,1.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Damon Severson,497.75,166,102,26,27,19,3,61.45%,15.7%,26.5%,13.3%,20.0100452,12.29532898,3.134103466,2.651933702,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Lundell,330.02,99,62,9,20,21,14,5,25,17.999,11.272,62.6%,20.2%,22.6%,4.55,3.82,3.45,3.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dan Renouf,26.86666667,6,3,1,2,2,0,50.00%,16.7%,66.7%,33.3%,13.39950372,6.69975186,2.23325062,4.46650124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anton Stralman,355.6,13,5,0,1,0,1,0,2,2.193,0.844,38.5%,7.7%,20.0%,0.34,0,0.17,0.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,Daniil Miromanov,26.36666667,6,6,0,3,1,0,100.00%,0.0%,50.0%,16.7%,13.65360303,13.65360303,0,2.275600505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anze Kopitar,469.4166667,102,79,19,24,30,11,1,24,13.037,10.098,77.5%,23.5%,13.9%,3.07,3.83,1.53,3.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,Danny DeKeyser,279.4833333,102,65,8,19,21,3,63.73%,7.8%,29.2%,23.5%,21.89754905,13.95432047,1.717454827,5.152364482,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artem Zub,511.93,35,2,2,0,2,0,2,6,4.102,0.234,5.7%,0.0%,0.0%,0.7,0.23,0.23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dante Fabbro,446.2,180,97,23,30,18,4,53.89%,12.8%,30.9%,12.2%,24.20439265,13.04347826,3.092783505,2.958314657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemi Kniazev,11.4,0,0,0,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darnell Nurse,731.65,258,153,29,38,28,4,59.30%,11.2%,24.8%,12.4%,21.15765735,12.54698285,2.378186291,2.624205563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artemi Panarin,504.0833333,212,144,29,48,20,38,4,59,25.234,17.14,67.9%,22.6%,26.4%,7.02,2.38,5,5.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Darren Raddysh,19.06666667,7,5,1,1,1,0,71.43%,14.3%,20.0%,14.3%,22.02797203,15.73426573,3.146853147,3.146853147,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arthur Kaliyev,339.1833333,109,40,13,4,20,6,6,17,19.282,7.076,36.7%,3.7%,15.0%,3.01,3.54,2.12,0.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,David Savard,294.1166667,117,72,9,24,26,5,61.54%,7.7%,33.3%,26.5%,23.86807956,14.68804896,1.83600612,6.32402108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Arttu Ruotsalainen,50.93333334,9,3,2,0,2,2,0,2,10.602,3.534,33.3%,0.0%,66.7%,2.36,2.36,2.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dean Kukan,142.7166667,54,41,1,12,13,2,75.93%,1.9%,29.3%,27.8%,22.70232395,17.23694967,0.420413407,6.306201098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Artturi Lehkonen,269.95,64,26,8,5,8,5,5,34,14.225,5.779,40.6%,7.8%,19.2%,7.56,1.78,2.22,1.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,Declan Chisholm,25.86666667,13,6,1,4,1,1,46.15%,7.7%,66.7%,15.4%,30.15463918,13.91752577,2.319587629,4.639175258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Czarnik,107.3,30,17,2,5,10,3,1,13,16.775,9.506,56.7%,16.7%,17.6%,7.27,5.59,2.24,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dennis Cholowski,29.73333333,18,12,0,6,3,0,66.67%,0.0%,50.0%,16.7%,36.32286996,24.21524664,0,6.05381166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Poganski,83.15,29,6,5,1,7,0,0,12,20.926,4.33,20.7%,3.4%,0.0%,8.66,5.05,0,0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,Derek Forbort,456.5166667,150,73,22,24,14,6,48.67%,14.7%,32.9%,13.3%,19.71450476,9.594392318,2.891460699,2.628600635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Strand,30.9,2,1,1,1,0,1,0,0,3.883,1.942,50.0%,50.0%,100.0%,0,0,1.94,1.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,Derrick Pouliot,14.1,2,1,0,0,0,0,50.00%,0.0%,0.0%,0.0%,8.510638298,4.255319149,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Watson,235.13,50,18,7,2,10,2,1,14,12.759,4.593,36.0%,4.0%,11.1%,3.57,2.55,0.77,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Devon Toews,666.95,200,104,29,23,19,4,52.00%,14.5%,22.1%,11.5%,17.99235325,9.35602369,2.608891221,2.069120624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Auston Matthews,544.45,167,120,15,40,33,43,6,51,18.404,13.224,71.9%,24.0%,35.8%,5.62,3.64,5.4,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dillon Heatherington,33.56666666,9,5,1,1,1,0,55.56%,11.1%,20.0%,11.1%,16.08738828,8.937437935,1.787487587,1.787487587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Axel Jonsson-Fjallby,67.78,15,6,2,0,9,0,1,4,13.278,5.311,40.0%,0.0%,0.0%,3.54,7.97,0.89,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dmitri Samorukov,2.466666667,5,2,1,0,1,1,40.00%,20.0%,0.0%,40.0%,121.6216216,48.64864865,24.32432432,48.64864865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barclay Goodrow,449.2666667,105,44,11,12,25,9,5,38,14.023,5.876,41.9%,11.4%,20.5%,5.07,3.34,1.87,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dmitry Kulikov,550.1333333,198,128,16,42,23,1,64.65%,8.1%,32.8%,12.1%,21.59476491,13.96025206,1.745031508,2.617547261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Barrett Hayton,181.0333333,40,24,9,4,7,4,0,10,13.257,7.954,60.0%,10.0%,16.7%,3.31,2.32,1.33,1.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dmitry Orlov,578.8,225,126,28,33,32,6,56.00%,12.4%,26.2%,16.9%,23.32411887,13.06150657,2.902557015,3.93918452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Beck Malenstyn,50.62,14,6,0,1,1,1,1,7,16.595,7.112,42.9%,7.1%,16.7%,8.3,1.19,2.37,1.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dougie Hamilton,367.78,145,85,18,27,20,2,58.62%,12.4%,31.8%,15.2%,23.65523179,13.86686002,2.936511533,3.589069651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Chiarot,445.05,43,10,4,3,1,0,4,3,5.797,1.348,23.3%,7.0%,0.0%,0.4,0.13,0.54,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,Drew Doughty,349.5,111,68,13,21,16,2,61.26%,11.7%,30.9%,16.2%,19.05579399,11.67381974,2.231759657,3.090128755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Harpur,73.28,7,0,1,0,0,0,2,0,5.731,0,0.0%,0.0%,#DIV/0!,0,0,1.64,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Duncan Keith,511.0166667,218,141,21,35,37,7,64.68%,9.6%,24.8%,20.2%,25.59603405,16.55523303,2.465673005,5.16617201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Hutton,381.87,46,6,2,1,1,2,2,4,7.228,0.943,13.0%,2.2%,33.3%,0.63,0.16,0.63,0.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dylan Coghlan,327.6666667,144,79,14,26,16,2,54.86%,9.7%,32.9%,12.5%,26.36826043,14.46592065,2.563580875,3.296032553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Meyers,19.7,8,2,1,1,1,1,0,2,24.365,6.091,25.0%,12.5%,50.0%,6.09,3.05,3.05,3.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dylan DeMelo,427.4166667,171,112,12,26,24,3,65.50%,7.0%,23.2%,15.8%,24.00467927,15.72236303,1.684538896,3.790212517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Benoit-Olivier Groulx,61.56666667,13,4,0,1,6,2,1,9,12.669,3.898,30.8%,7.7%,50.0%,8.77,5.85,2.92,0.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dylan Samberg,51.25,16,9,1,2,1,0,56.25%,6.3%,22.2%,6.3%,18.73170732,10.53658537,1.170731707,1.170731707,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Coleman,421.8,122,60,13,21,22,15,4,41,17.354,8.535,49.2%,17.2%,25.0%,5.83,3.13,2.7,2.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,Dysin Mayo,311.65,123,73,7,23,20,6,59.35%,5.7%,31.5%,21.1%,23.68041072,14.0542275,1.347665651,5.005615274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Comeau,17.75,4,2,2,0,2,0,0,1,13.521,6.761,50.0%,0.0%,0.0%,3.38,6.76,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Brannstrom,269.8,105,57,15,23,21,2,54.29%,14.3%,40.4%,21.9%,23.3506301,12.67605634,3.335804299,5.114899926,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Lizotte,278.2166667,76,42,4,11,32,4,5,32,16.39,9.058,55.3%,14.5%,9.5%,6.9,6.9,1.94,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Cernak,401.3,131,76,15,20,15,6,58.02%,11.5%,26.3%,16.0%,19.58634438,11.36307002,2.242711189,3.139795664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Speers,7.316666667,1,0,1,0,0,0,1,0,8.2,0,0.0%,0.0%,#DIV/0!,0,0,8.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Gudbranson,488.8333333,158,81,20,22,15,5,51.27%,12.7%,27.2%,12.7%,19.39311285,9.942038868,2.454824412,2.454824412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blake Wheeler,423.58,110,53,14,22,14,14,2,33,15.581,7.507,48.2%,20.0%,26.4%,4.67,1.98,2.27,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Gustafsson,263.9,97,71,4,18,19,3,73.20%,4.1%,25.4%,22.7%,22.05380826,16.14247821,0.909435392,5.001894657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Horvat,375.6166667,104,69,12,14,23,17,3,24,16.613,11.022,66.3%,13.5%,24.6%,3.83,3.67,3.19,2.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Johnson,544.65,187,107,19,37,17,4,57.22%,10.2%,34.6%,11.2%,20.60038557,11.7873864,2.093087304,2.313412283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boone Jenner,290.4,76,45,8,15,16,11,3,18,15.702,9.298,59.2%,19.7%,24.4%,3.72,3.31,2.89,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,Erik Karlsson,200.35,66,37,3,12,6,0,56.06%,4.5%,32.4%,9.1%,19.76541053,11.08060893,0.898427751,1.796855503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Boris Katchouk,253.7,65,28,8,7,11,6,3,28,15.372,6.622,43.1%,10.8%,21.4%,6.62,2.6,2.13,1.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,Esa Lindell,523.0166667,186,105,26,29,17,4,56.45%,14.0%,27.6%,11.3%,21.33775214,12.04550524,2.982696536,2.409101048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bowen Byram,269.83,58,24,1,7,2,4,6,3,12.897,5.337,41.4%,12.1%,16.7%,0.67,0.44,2.22,1.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ethan Bear,349.733,116,63,18,20,16,4,54.31%,15.5%,31.7%,17.2%,19.90087686,10.80823485,3.088067099,3.431185665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Hunt,237.6666667,27,12,0,6,0,2,1,2,6.816,3.029,44.4%,22.2%,16.7%,0.5,0,0.76,1.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ethan Prow,18.73333333,7,6,0,3,3,1,85.71%,0.0%,50.0%,57.1%,22.41992883,19.21708185,0,12.8113879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Malone,23.58,3,1,1,0,1,0,1,0,7.633,2.544,33.3%,0.0%,0.0%,0,2.54,2.54,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Evan Bouchard,591.9666667,210,103,22,37,28,9,49.05%,10.5%,35.9%,17.6%,21.28498226,10.43977701,2.229855285,3.750211161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Marchand,339.93,134,96,25,34,15,15,2,38,23.652,16.944,71.6%,25.4%,15.6%,6.71,2.65,3,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,Filip Hronek,415.4833333,187,123,14,42,32,7,65.78%,7.5%,34.1%,20.9%,27.00469333,17.76244534,2.021741747,5.631994865,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brad Richardson,163.37,25,10,2,2,11,2,2,11,9.182,3.673,40.0%,8.0%,20.0%,4.04,4.04,1.47,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,Fredrik Claesson,28.85,3,2,0,0,1,0,66.67%,0.0%,0.0%,33.3%,6.239168112,4.159445408,0,2.079722704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braden Schneider,271.3333333,14,7,1,3,1,2,0,1,3.096,1.548,50.0%,21.4%,28.6%,0.22,0.22,0.44,0.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gabriel Carlsson,151.2666667,60,29,9,9,8,0,48.33%,15.0%,31.0%,13.3%,23.79903041,11.5028647,3.569854561,3.173204055,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brady Skjei,612.02,90,32,3,16,0,8,6,22,8.823,3.137,35.6%,17.8%,25.0%,2.16,0,1.37,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gavin Bayreuther,191.2666667,75,44,8,7,4,1,58.67%,10.7%,15.9%,6.7%,23.52736145,13.80271872,2.509585221,1.568490763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brady Tkachuk,377.33,112,45,18,10,21,13,3,42,17.809,7.155,40.2%,8.9%,28.9%,6.68,3.34,2.54,1.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,Grant Hutton,53.28333334,30,15,2,2,2,2,50.00%,6.7%,13.3%,13.3%,33.78167031,16.89083516,2.252111354,4.504222709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Baddock,7.433333333,0,0,1,0,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Greg Pateryn,47.03333333,19,11,1,1,1,1,57.89%,5.3%,9.1%,10.5%,24.23812899,14.03260099,1.275690999,2.551381999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Carlo,484.25,68,10,1,3,1,4,3,3,8.425,1.239,14.7%,4.4%,40.0%,0.37,0.12,0.87,0.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,Guillaume Brisebois,4.216666667,2,1,0,1,1,0,50.00%,0.0%,100.0%,50.0%,28.45849802,14.22924901,0,14.22924901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Duhaime,334.9,85,39,11,8,17,12,6,30,15.228,6.987,45.9%,9.4%,30.8%,5.37,3.05,3.22,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustav Forsling,545.9166667,216,129,30,37,31,6,59.72%,13.9%,28.7%,17.1%,23.73988704,14.17798809,3.297206533,4.066554725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Hagel,286.9,80,54,9,19,22,9,2,29,16.731,11.293,67.5%,23.8%,16.7%,6.06,4.6,2.3,3.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,Gustav Lindstrom,233.2,89,55,9,16,13,2,61.80%,10.1%,29.1%,16.9%,22.89879931,14.1509434,2.315608919,3.859348199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Montour,459.1666667,55,23,5,12,1,7,3,3,7.187,3.005,41.8%,21.8%,30.4%,0.39,0.13,1.31,1.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hampus Lindholm,440.9166667,144,72,25,24,15,4,50.00%,17.4%,33.3%,13.2%,19.59553959,9.797769797,3.402003402,2.585522585,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Saad,379.3666667,83,59,18,15,22,15,1,28,13.127,9.331,71.1%,18.1%,25.4%,4.43,3.48,2.53,2.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,Haydn Fleury,236.5333333,84,46,6,13,7,4,54.76%,7.1%,28.3%,13.1%,21.30777903,11.66854566,1.521984216,2.790304397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Tanev,151.5,51,22,3,6,10,7,3,11,20.198,8.713,43.1%,11.8%,31.8%,4.36,3.96,3.96,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,Henri Jokiharju,290.1166667,105,60,8,20,22,7,57.14%,7.6%,33.3%,27.6%,21.71540185,12.40880106,1.654506808,5.997587178,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brayden McNabb,493.15,39,10,4,1,0,1,1,3,4.745,1.217,25.6%,2.6%,10.0%,0.37,0,0.24,0.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ian Cole,470.267,159,89,18,24,21,6,55.97%,11.3%,27.0%,17.0%,20.28636235,11.35525943,2.296569322,3.444853984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brayden Pachal,9,2,0,0,0,0,0,0,0,13.333,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ian Mitchell,29.15,8,3,1,0,0,0,37.50%,12.5%,0.0%,0.0%,16.46655231,6.174957118,2.058319039,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brayden Point,458.4,154,128,22,36,14,40,1,29,20.157,16.754,83.1%,23.4%,31.3%,3.8,1.83,5.37,4.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ilya Lyubushkin,299.8833333,129,78,15,26,19,1,60.47%,11.6%,33.3%,15.5%,25.81003724,15.60606903,3.00116712,4.001556161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brayden Schenn,342.6666667,95,54,15,24,13,18,1,22,16.634,9.455,56.8%,25.3%,33.3%,3.85,2.28,3.33,4.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Ivan Provorov,544.9833334,231,137,23,41,25,10,59.31%,10.0%,29.9%,15.2%,25.4319704,15.08303006,2.532187529,3.853328848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Gallagher,175.8333333,38,28,9,8,7,8,2,17,12.967,9.555,73.7%,21.1%,28.6%,5.8,2.39,3.41,2.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jaccob Slavin,604.667,256,149,38,46,31,1,58.20%,14.8%,30.9%,12.5%,25.40242558,14.78500551,3.770672547,3.175303197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Gaunce,83.52,13,9,2,4,3,4,0,5,9.339,6.466,69.2%,30.8%,44.4%,3.59,2.16,2.87,2.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jack Ahcan,13.33333333,7,4,1,2,1,0,57.14%,14.3%,50.0%,14.3%,31.5,18,4.5,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Guhle,15.15,1,0,0,0,0,0,0,0,3.96,0,0.0%,0.0%,#DIV/0!,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jack Johnson,552.8666667,210,121,21,32,31,3,57.62%,10.0%,26.4%,16.2%,22.79030508,13.13155673,2.279030508,3.689858917,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Lemieux,230.05,57,24,10,4,15,3,1,22,14.866,6.26,42.1%,7.0%,12.5%,5.74,3.91,1.04,1.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jack Rathbone,52.31666667,20,10,3,1,2,2,50.00%,15.0%,10.0%,20.0%,22.93724116,11.46862058,3.440586174,4.587448232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Perlini,112.6,29,13,4,1,1,2,1,6,15.453,6.927,44.8%,3.4%,15.4%,3.2,0.53,1.6,0.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Bernard-Docker,49.18333333,16,9,2,4,3,0,56.25%,12.5%,44.4%,18.8%,19.51880719,10.97932904,2.439850898,3.659776347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brendan Smith,200.22,17,6,1,4,0,1,0,8,5.094,1.798,35.3%,23.5%,16.7%,2.4,0,0.3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Bryson,318.0333333,109,76,5,21,13,1,69.72%,4.6%,27.6%,12.8%,20.56388219,14.33811969,0.943297348,2.641232575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brenden Dillon,561.53,57,16,5,7,0,2,1,11,6.09,1.71,28.1%,12.3%,12.5%,1.18,0,0.32,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Larsson,13.26666667,4,4,0,0,0,0,100.00%,0.0%,0.0%,0.0%,18.09045226,18.09045226,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brent Burns,478.6833333,37,20,8,10,0,3,0,8,4.638,2.507,54.1%,27.0%,15.0%,1,0,0.38,1.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob MacDonald,33.28333334,8,4,1,1,1,0,50.00%,12.5%,25.0%,12.5%,14.42163245,7.210816224,1.802704056,1.802704056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brett Connolly,14.45,3,2,1,2,0,0,0,0,12.457,8.304,66.7%,66.7%,0.0%,0,0,0,8.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,Jacob Middleton,273.5666667,129,79,11,20,10,3,61.24%,8.5%,25.3%,10.1%,28.29292068,17.32667235,2.412574631,2.851224564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
